nom;dpt_numero;code_postal;commune_code;Population_2010;Population_1999;Densite_2010;surface;longitude_degre;latitude_degre;longitude_DMS;latitude_DMS;altitude_mini;altitude_maxi
SAINT-GENES-DE-CASTILLON;33;33350;33406;395;389;58;6,8;-0,066667;44,9;-356;445352;32;98
SAINT-GENES-DE-FRONSAC;33;33240;33407;717;575;103;6,96;-0,366667;45,0333;-2125;450127;24;64
SAINT-GENES-DE-LOMBAUD;33;33670;33408;308;250;50;6,14;-0,383333;44,75;-2254;444512;22;99
SAINT-GENES-DU-RETZ;63;63260;63347;495;430;60;8,24;3,21667;46,0667;31252;460341;338;454
SAINT-GENES-LA-TOURETTE;63;63580;63348;183;176;9;18,49;3,48333;45,5167;32818;453040;639;1046
SAINT-GENEST;3;3310;3233;342;347;22;15,17;2,6;46,2667;23536;461550;214;451
SAINT-GENEST;88;88700;88416;123;125;19;6,26;6,51667;48,35;63128;482116;296;367
SAINT-GENEST-D'AMBIERE;86;86140;86221;1236;1143;38;32,06;0,366667;46,8167;2203;464912;64;161
SAINT-GENEST-DE-BEAUZON;7;7230;7238;265;224;49;5,31;4,18723;44,4425;41114;442633;176;356
SAINT-GENEST-DE-CONTEST;81;81440;81250;245;265;17;13,71;2,15;43,7667;20846;434534;177;321
SAINT-GENEST-LACHAMP;7;7160;7239;99;104;4;23,09;4,41667;44,85;42525;445049;560;1133
SAINT-GENEST-LERPT;42;42530;42223;5683;5684;448;12,68;4,33333;45,45;42012;452646;437;698
SAINT-GENEST-MALIFAUX;42;42660;42224;2931;2691;62;47,08;4,41667;45,3333;42511;452024;680;1292
SAINT-GENEST-SUR-ROSELLE;87;87260;87144;474;385;24;19,22;1,41667;45,7;12534;454211;270;421
SAINT-GENEYS-PRES-SAINT-PAULIEN;43;43350;43187;303;254;18;16,49;3,81667;45,15;34926;450942;750;1098
SAINT-GENGOULPH;2;2810;2679;149;141;19;7,57;3,21667;49,1167;31304;490710;70;169
SAINT-GENGOUX-DE-SCISSE;71;71260;71416;597;533;54;10,9;4,78333;46,4667;44632;462753;255;530
SAINT-GENGOUX-LE-NATIONAL;71;71460;71417;1049;1050;112;9,36;4,65;46,6167;43948;463650;193;390
SAINT-GENIES;24;24590;24412;960;814;28;33,59;1,25;45;11506;445939;155;302
SAINT-GENIES-BELLEVUE;31;31180;31484;2164;1789;572;3,78;1,48333;43,6833;12909;434059;142;214
SAINT-GENIES-DE-COMOLAS;30;30150;30254;1850;1567;223;8,26;4,73333;44,0667;44319;440357;25;176
SAINT-GENIES-DE-FONTEDIT;34;34480;34258;1389;1083;150;9,24;3,17889;43,4684;31044;432806;58;150
SAINT-GENIES-DE-MALGOIRES;30;30190;30255;2784;1852;241;11,54;4,21667;43,95;41260;435644;64;223
SAINT-GENIES-DE-VARENSAL;34;34610;34257;190;208;15;12,55;3;43,6667;30010;434051;358;1086
SAINT-GENIES-DES-MOURGUES;34;34160;34256;1692;1509;148;11,37;4,03333;43,7;40207;434149;23;90
SAINT-GENIEZ;4;4200;4179;87;90;2;38,94;6,05;44,25;60311;441443;637;1705
SAINT-GENIEZ-D'OLT;12;12130;12224;2042;1857;57;35,49;2,98333;44,4667;25825;442755;403;985
SAINT-GENIEZ-O-MERLE;19;19220;19205;105;116;6;15,83;2,08333;45,0667;20351;450459;243;563
SAINT-GENIS;5;5300;5143;52;49;2;18,32;5,76667;44,3833;54607;442246;591;1422
SAINT-GENIS-D'HIERSAC;16;16570;16320;883;806;46;19,08;0,033333;45,75;143;454500;41;147
SAINT-GENIS-DE-SAINTONGE;17;17240;17331;1262;947;114;11,02;-0,566667;45,4833;-3405;452859;20;51
SAINT-GENIS-DES-FONTAINES;66;66740;66175;2778;2419;280;9,9;2,92195;42,5417;25519;423230;24;102
SAINT-GENIS-DU-BOIS;33;33760;33409;99;75;42;2,34;-0,183333;44,7;-1030;444206;42;85
SAINT-GENIS-L'ARGENTIERE;69;69610;69203;1045;860;98;10,65;4,5;45,7167;42931;454236;330;860
SAINT-GENIS-LAVAL;69;69230;69204;20357;19207;1575;12,92;4,8;45,6833;44735;454143;171;302
SAINT-GENIS-LES-OLLIERES;69;69290;69205;4640;4739;1240;3,74;4,73333;45,75;44335;454526;209;319
SAINT-GENIS-POUILLY;1;1630;1354;8914;6382;912;9,77;6,01667;46,25;60117;461436;419;502
SAINT-GENIS-SUR-MENTHON;1;1380;1355;408;363;35;11,55;5,01667;46,2833;50032;461656;188;218
SAINT-GENIX-SUR-GUIERS;73;73240;73236;2247;1816;183;12,27;5,63333;45,6;53804;453602;208;489
SAINT-GENOU;36;36500;36194;1016;1038;41;24,41;1,33333;46,9333;12017;465546;97;167
SAINT-GENOUPH;37;37510;37219;1028;940;216;4,74;0,6;47,3833;3555;472242;42;49
SAINT-GEOIRE-EN-VALDAINE;38;38620;38386;2402;1972;143;16,73;5,63333;45,45;53807;452725;364;739
SAINT-GEOIRS;38;38590;38387;497;410;71;6,93;5,35;45,3167;52117;451920;414;747
SAINT-GEORGES;15;15100;15188;1083;939;32;33,14;3,12792;45,0196;30739;450107;740;1001
SAINT-GEORGES;16;16700;16321;54;67;24;2,25;0,266667;45,9667;1614;455821;76;125
SAINT-GEORGES;32;32430;32377;174;153;10;15,82;0,935833;43,7278;5609;434340;120;212
SAINT-GEORGES;47;47370;47328;533;560;33;15,96;0,933889;44,442;5602;442631;55;158
SAINT-GEORGES;57;57830;57611;213;216;26;8,1;6,93333;48,6667;65544;483928;279;351
SAINT-GEORGES;62;62770;62749;308;266;31;9,69;2,08333;50,35;20503;502130;27;134
SAINT-GEORGES;82;82240;82162;221;134;24;9,09;1,64167;44,225;13838;441321;157;281
SAINT-GEORGES-ANTIGNAC;17;17240;17332;400;374;39;10,1;-0,503889;45,4937;-3014;452937;17;69
SAINT-GEORGES-ARMONT;25;25340;25516;118;99;24;4,74;6,55;47,4;63325;472356;278;550
SAINT-GEORGES-BLANCANEIX;24;24130;24413;242;165;17;13,62;0,349167;44,9206;2057;445514;35;138
SAINT-GEORGES-BUTTAVENT;53;53100;53219;1394;1390;37;36,87;-0,7;48,3167;-4140;481836;95;221
SAINT-GEORGES-D'ANNEBECQ;61;61600;61390;141;177;15;9,35;-0,266667;48,6333;-1556;483759;213;292
SAINT-GEORGES-D'AUNAY;14;14260;14579;711;658;30;23,51;-0,683333;49,0333;-4052;490213;117;325
SAINT-GEORGES-D'AURAC;43;43230;43188;452;412;25;17,42;3,53333;45,15;33227;450923;557;911
SAINT-GEORGES-D'ELLE;50;50680;50473;384;364;42;8,96;-0,966667;49,15;-5817;490854;71;192
SAINT-GEORGES-D'ESPERANCHE;38;38790;38389;3208;2838;130;24,65;5,06667;45,55;50439;453321;270;456
SAINT-GEORGES-D'OLERON;17;17190;17337;3489;3300;74;46,55;-1,33333;45,9833;-11959;455843;0;30
SAINT-GEORGES-D'ORQUES;34;34680;34259;5343;4395;573;9,31;3,78333;43,6167;34650;433637;45;183
SAINT-GEORGES-DE-BAROILLE;42;42510;42226;328;281;21;15,24;4,13333;45,85;40752;455059;304;416
SAINT-GEORGES-DE-BOHON;50;50500;50470;407;427;29;13,96;-1,25;49,25;-11610;491502;0;25
SAINT-GEORGES-DE-CHESNE;35;35140;35269;602;385;51;11,62;-1,28333;48,2667;-11729;481625;58;122
SAINT-GEORGES-DE-COMMIERS;38;38450;38388;2102;1886;143;14,62;5,7;45,0333;54213;450217;286;1370
SAINT-GEORGES-DE-DIDONNE;17;17110;17333;5071;5034;479;10,58;-1;45,6;-5955;453619;0;45
SAINT-GEORGES-DE-GREHAIGNE;35;35610;35270;342;380;28;12,15;-1,55;48,5667;-13257;483405;5;81
SAINT-GEORGES-DE-LA-COUEE;72;72150;72279;173;194;14;11,68;0,583333;47,8333;3454;475030;77;151
SAINT-GEORGES-DE-LA-RIVIERE;50;50270;50471;280;212;73;3,79;0,270834;49,3642;-14345;492151;5;78
SAINT-GEORGES-DE-LEVEJAC;48;48500;48154;259;247;4;56,26;3,23333;44,3167;31351;441909;420;1005
SAINT-GEORGES-DE-LIVOYE;50;50370;50472;209;181;37;5,53;-1,21667;48,7333;-11259;484412;22;120
SAINT-GEORGES-DE-LONGUEPIERRE;17;17470;17334;233;218;21;10,69;-0,4;46,0333;-2354;460232;25;82
SAINT-GEORGES-DE-LUZENCON;12;12100;12225;1567;1303;32;47,73;2,98333;44,0667;25908;440352;340;782
SAINT-GEORGES-DE-MONS;63;63780;63349;2151;2262;62;34,15;2,83333;45,9333;25019;455622;440;869
SAINT-GEORGES-DE-MONTAIGU;85;85600;85217;3877;3175;115;33,61;-1,3;46,95;-11741;465649;27;79
SAINT-GEORGES-DE-MONTCLARD;24;24140;24414;275;269;20;13,68;0,621111;44,9323;3716;445556;62;189
SAINT-GEORGES-DE-NOISNE;79;79400;79253;706;656;28;24,64;-0,25;46,4833;-1524;462934;80;204
SAINT-GEORGES-DE-POINTINDOUX;85;85150;85218;1545;1130;100;15,37;-1,61667;46,65;-13723;463841;18;72
SAINT-GEORGES-DE-POISIEUX;18;18200;18209;419;357;26;15,61;2,48333;46,6833;22843;464112;152;218
SAINT-GEORGES-DE-REINTEMBAULT;35;35420;35271;1638;1681;52;31,02;0,756668;48,5084;-11436;483030;94;180
SAINT-GEORGES-DE-RENEINS;69;69830;69206;4227;3848;153;27,49;4,71667;46,0667;44318;460343;167;244
SAINT-GEORGES-DE-REX;79;79210;79254;408;374;23;17,63;-0,65;46,2833;-3913;461641;2;37
SAINT-GEORGES-DE-ROUELLEY;50;50720;50474;542;519;26;20,52;-0,77024;48,6029;-4608;483612;119;283
SAINT-GEORGES-DES-AGOUTS;17;17150;17335;259;245;41;6,31;-0,65;45,3833;-3846;452231;0;90
SAINT-GEORGES-DES-COTEAUX;17;17810;17336;2560;2031;133;19,23;-0,716667;45,7667;-4239;454547;13;81
SAINT-GEORGES-DES-GARDES;49;49120;49281;1590;1448;48;32,49;-0,759167;47,15;-4533;470860;77;211
SAINT-GEORGES-DES-GROSEILLERS;61;61100;61391;3270;3259;463;7,06;-0,573333;48,7703;-3424;484613;172;276
SAINT-GEORGES-DES-HURTIERES;73;73220;73237;302;210;25;11,85;6,28333;45,5;61714;453007;325;1470
SAINT-GEORGES-DES-SEPT-VOIES;49;49350;49279;695;576;45;15,22;-0,283333;47,35;-1803;472129;31;93
SAINT-GEORGES-DU-BOIS;17;17700;17338;1743;1465;62;27,9;-0,733333;46,1333;-4407;460830;22;70
SAINT-GEORGES-DU-BOIS;49;49250;49280;412;343;43;9,42;-0,216667;47,5;-1331;472952;26;82
SAINT-GEORGES-DU-BOIS;72;72700;72280;1813;1762;250;7,23;0,1;47,9667;560;475823;48;102
SAINT-GEORGES-DU-MESNIL;27;27560;27541;112;90;35;3,18;0,55;49,2167;3324;491247;150;171
SAINT-GEORGES-DU-ROSAY;72;72110;72281;430;386;24;17,31;0,5;48,2;3007;481200;112;169
SAINT-GEORGES-DU-VIEVRE;27;27450;27542;737;640;72;10,19;0,583333;49,25;3509;491439;94;188
SAINT-GEORGES-EN-AUGE;14;14140;14580;96;79;18;5,16;0,066667;48,9833;337;485927;98;197
SAINT-GEORGES-EN-COUZAN;42;42990;42227;406;459;17;23,64;3,93333;45,7;35552;454205;452;1134
SAINT-GEORGES-HAUTE-VILLE;42;42610;42228;1272;1122;132;9,63;4,1;45,55;40555;453315;400;655
SAINT-GEORGES-LA-POUGE;23;23250;23197;349;311;14;24,09;1,98333;45,9833;15813;455935;470;636
SAINT-GEORGES-LAGRICOL;43;43500;43189;498;411;25;19,17;3,88611;45,2981;35310;451753;743;963
SAINT-GEORGES-LE-FLECHARD;53;53480;53220;382;236;45;8,44;-0,516667;48,0333;-3036;480212;70;112
SAINT-GEORGES-LE-GAULTIER;72;72590;72282;539;537;23;23,36;-0,1;48,3;-623;481751;84;174
SAINT-GEORGES-LES-BAILLARGEAUX;86;86130;86222;3993;3178;117;33,9;0,4;46,6667;2360;464015;61;143
SAINT-GEORGES-LES-BAINS;7;7800;7240;2046;1715;145;14,11;4,81667;44,8667;44833;445140;98;527
SAINT-GEORGES-LES-LANDES;87;87160;87145;249;255;15;16,21;1,33333;46,35;12012;462032;218;302
SAINT-GEORGES-MONTCOCQ;50;50000;50475;829;896;92;8,94;-1,08333;49,1333;-10538;490742;7;126
SAINT-GEORGES-MOTEL;27;27710;27543;955;937;192;4,97;1,36667;48,8;12160;484734;67;132
SAINT-GEORGES-NIGREMONT;23;23500;23198;168;168;9;18,59;2,26667;45,8333;21548;455013;589;801
SAINT-GEORGES-SUR-ALLIER;63;63800;63350;1159;996;123;9,42;3,25;45,7;31433;454237;358;614
SAINT-GEORGES-SUR-ARNON;36;36100;36195;548;431;22;23,87;2,1;47;20533;465955;117;161
SAINT-GEORGES-SUR-BAULCHE;89;89000;89346;3447;3143;359;9,6;3,53306;47,8053;33159;474819;111;207
SAINT-GEORGES-SUR-CHER;41;41400;41211;2448;2156;102;23,78;1,13333;47,3167;10731;471931;56;141
SAINT-GEORGES-SUR-ERVE;53;53600;53221;409;341;20;20,17;-0,3;48,1667;-1753;481006;129;326
SAINT-GEORGES-SUR-EURE;28;28190;28337;2468;2452;159;15,43;1,36667;48,4167;12131;482503;141;165
SAINT-GEORGES-SUR-FONTAINE;76;76690;76580;881;761;96;9,09;1,18333;49,55;11046;493237;95;174
SAINT-GEORGES-SUR-L'AA;59;59820;59532;308;268;37;8,13;2,16667;50,9667;20949;505807;1;6
SAINT-GEORGES-SUR-LA-PREE;18;18100;18210;636;601;27;22,83;1,93333;47,2167;15612;471333;91;151
SAINT-GEORGES-SUR-LAYON;49;49700;49282;785;592;34;22,5;-0,366667;47,2;-2206;471151;39;86
SAINT-GEORGES-SUR-LOIRE;49;49170;49283;3335;3010;99;33,36;-0,766667;47,4167;-4544;472433;11;81
SAINT-GEORGES-SUR-MOULON;18;18110;18211;747;667;79;9,43;2,43333;47,1833;22521;471125;142;212
SAINT-GEORGES-SUR-RENON;1;1400;1356;197;162;34;5,66;5,03333;46,1;50155;460620;240;291
SAINT-GEOURS-D'AURIBAT;40;40380;40260;348;279;63;5,47;-0,833333;43,75;-5018;434524;15;86
SAINT-GEOURS-DE-MAREMNE;40;40230;40261;2157;1666;50;42,9;-1,23333;43,6833;-11345;434114;1;66
SAINT-GERAND;56;56920;56213;1025;891;56;18,05;-2,88333;48,1;-25317;480630;82;151
SAINT-GERAND-DE-VAUX;3;3340;3234;417;465;10;40,08;3,4;46,3667;32356;462249;223;304
SAINT-GERAND-LE-PUY;3;3150;3235;996;1030;50;19,55;3,51667;46,25;33044;461528;268;359
SAINT-GERAUD;47;47120;47245;80;66;14;5,68;0,166667;44,6167;910;443718;47;132
SAINT-GERAUD-DE-CORPS;24;24700;24415;188;167;12;14,95;0,216667;44,95;1335;445707;40;127
SAINT-GEREON;44;44150;44160;2692;2488;358;7,51;-1,2;47,3667;-11154;472209;6;51
SAINT-GERMAIN;10;10120;10340;2276;2151;164;13,8;4,03333;48,25;40155;481528;113;252
SAINT-GERMAIN;54;54290;54475;151;146;19;7,68;6,33333;48,4333;62020;482552;268;362
SAINT-GERMAIN;7;7170;7241;635;503;66;9,5;4,45;44,55;42702;443317;175;438
SAINT-GERMAIN;70;70200;70464;1316;1194;93;14,12;6,53333;47,7167;63150;474319;302;357
SAINT-GERMAIN;86;86310;86223;1002;1026;49;20,23;0,866667;46,5667;5226;463349;72;137
SAINT-GERMAIN-AU-MONT-D'OR;69;69650;69207;2766;2374;509;5,43;4,8;45,8667;44807;455254;167;440
SAINT-GERMAIN-BEAUPRE;23;23160;23199;436;381;25;17,06;1,55;46,3167;13242;461828;279;381
SAINT-GERMAIN-CHASSENAY;58;58300;58241;355;357;14;24,03;3,38333;46,7833;32334;464633;185;246
SAINT-GERMAIN-D'ANXURE;53;53240;53222;328;275;31;10,35;-0,733333;48,2167;-4405;481317;67;134
SAINT-GERMAIN-D'ARCE;72;72500;72283;382;346;13;29,19;0,3;47,6167;1728;473724;36;108
SAINT-GERMAIN-D'AUNAY;61;61470;61392;173;169;20;8,51;0,383333;48,9167;2246;485532;164;233
SAINT-GERMAIN-D'ECTOT;14;14240;14581;337;275;67;4,97;-0,716667;49,1167;-4304;490724;101;168
SAINT-GERMAIN-D'ELLE;50;50810;50476;204;198;22;8,87;-0,916667;49,1167;-5511;490721;90;196
SAINT-GERMAIN-D'ESTEUIL;33;33340;33412;1187;1086;26;44,71;-0,866667;45,2833;-5154;451722;3;32
SAINT-GERMAIN-D'ETABLES;76;76590;76582;269;299;37;7,26;1,18333;49,8333;11001;495021;14;140
SAINT-GERMAIN-DE-BELVES;24;24170;24416;154;138;21;7,19;1,03333;44,8;10257;444818;70;266
SAINT-GERMAIN-DE-CALBERTE;48;48370;48155;455;484;11;38,6;3,8;44,2167;34834;441304;275;1147
SAINT-GERMAIN-DE-CLAIREFEUILLE;61;61240;61393;160;167;12;12,31;0,233333;48,7167;1416;484249;183;269
SAINT-GERMAIN-DE-CONFOLENS;16;16500;16322;90;98;19;4,67;0,683333;46,05;4104;460311;122;213
SAINT-GERMAIN-DE-COULAMER;53;53700;53223;401;393;22;17,72;-0,166667;48,2667;-1018;481549;113;256
SAINT-GERMAIN-DE-FRESNEY;27;27220;27544;208;154;38;5,35;1,28333;48,9667;11731;485733;129;151
SAINT-GERMAIN-DE-GRAVE;33;33490;33411;144;155;23;6,16;-0,221389;44,6256;-1317;443732;37;119
SAINT-GERMAIN-DE-JOUX;1;1130;1357;480;476;42;11,27;5,73333;46,1833;54418;461040;434;1091
SAINT-GERMAIN-DE-LA-COUDRE;61;61130;61394;839;786;32;26,21;0,616667;48,2833;3617;481650;91;203
SAINT-GERMAIN-DE-LA-GRANGE;78;78640;78550;1824;1621;348;5,23;1,9;48,8333;15358;485001;57;170
SAINT-GERMAIN-DE-LA-RIVIERE;33;33240;33414;367;339;85;4,28;-0,333333;44,95;-1957;445652;1;80
SAINT-GERMAIN-DE-LIVET;14;14100;14582;785;580;47;16,41;0,216667;49,0833;1128;490428;53;182
SAINT-GERMAIN-DE-LONGUE-CHAUME;79;79200;79255;407;322;27;14,63;-0,35;46,7167;-2047;464300;163;232
SAINT-GERMAIN-DE-LUSIGNAN;17;17500;17339;1251;1146;69;18,05;-0,466667;45,45;-2739;452659;26;87
SAINT-GERMAIN-DE-MARENCENNES;17;17700;17340;1189;1038;72;16,47;-0,783333;46,0667;-4721;460441;1;38
SAINT-GERMAIN-DE-MARTIGNY;61;61560;61396;102;87;26;3,89;0,466667;48,5833;2743;483520;175;246
SAINT-GERMAIN-DE-MODEON;21;21530;21548;172;152;10;16,31;4,13333;47,3833;40754;472246;330;554
SAINT-GERMAIN-DE-MONTBRON;16;16380;16323;489;434;32;14,91;0,416667;45,6333;2510;453723;93;182
SAINT-GERMAIN-DE-MONTGOMMERY;14;14140;14583;159;163;19;8,13;0,172778;48,9434;1022;485636;83;233
SAINT-GERMAIN-DE-PASQUIER;27;27370;27545;138;139;69;1,99;1;49,25;5959;491444;64;145
SAINT-GERMAIN-DE-PRINCAY;85;85110;85220;1495;1367;61;24,34;-1;46,7167;-10118;464315;51;98
SAINT-GERMAIN-DE-SALLES;3;3140;3237;442;411;38;11,59;3,21667;46,1833;31249;461045;262;374
SAINT-GERMAIN-DE-TALLEVENDE-LA-LANDE-VAUMONT;14;14500;14584;1969;1731;47;41,89;-0,902222;48,8006;-5408;484802;125;351
SAINT-GERMAIN-DE-TOURNEBUT;50;50700;50478;394;355;28;13,91;-1,38333;49,5333;-12347;493158;22;101
SAINT-GERMAIN-DE-VARREVILLE;50;50480;50479;119;119;20;5,81;-1,25;49,4333;-11526;492616;1;40
SAINT-GERMAIN-DE-VIBRAC;17;17500;17341;203;196;28;7,17;-0,316667;45,4333;-1925;452531;47;99
SAINT-GERMAIN-DES-ANGLES;27;27930;27546;208;243;114;1,81;1,15;49,0833;10825;490528;42;139
SAINT-GERMAIN-DES-BOIS;18;18340;18212;573;547;19;29;2,45;46,9167;22636;465447;162;184
SAINT-GERMAIN-DES-BOIS;58;58210;58242;110;103;8;12,43;3,51667;47,3833;33042;472239;170;336
SAINT-GERMAIN-DES-CHAMPS;89;89630;89347;390;393;10;35,92;3,91667;47,4167;35518;472438;235;413
SAINT-GERMAIN-DES-ESSOURTS;76;76750;76581;404;352;43;9,37;1,31667;49,5333;11911;493219;101;171
SAINT-GERMAIN-DES-FOSSES;3;3260;3236;3658;3686;440;8,3;3,43333;46,2;32601;461225;239;365
SAINT-GERMAIN-DES-GROIS;61;61110;61395;228;197;21;10,38;0,833333;48,4;4949;482353;112;227
SAINT-GERMAIN-DES-PRES;24;24160;24417;519;467;27;19,01;0,983333;45,3333;5929;452031;127;297
SAINT-GERMAIN-DES-PRES;45;45220;45279;1881;1709;71;26,18;2,85;47,95;25050;475712;95;148
SAINT-GERMAIN-DES-PRES;49;49170;49284;1364;1138;69;19,76;-0,833333;47,4167;-5003;472433;10;71
SAINT-GERMAIN-DES-PRES;81;81700;81251;851;589;50;16,97;2,08333;43,5667;20354;433341;165;350
SAINT-GERMAIN-DES-VAUX;50;50440;50477;414;463;65;6,36;-1,92054;49,7127;-15512;494243;0;123
SAINT-GERMAIN-DU-BEL-AIR;46;46310;46267;528;496;24;21,47;1,43333;44,65;12623;443849;188;394
SAINT-GERMAIN-DU-BOIS;71;71330;71419;1931;1762;63;30,33;5,25;46,75;51433;464511;180;213
SAINT-GERMAIN-DU-CORBEIS;61;61000;61397;3816;4021;507;7,52;0,066667;48,4167;343;482522;127;197
SAINT-GERMAIN-DU-CRIOULT;14;14110;14585;912;850;62;14,64;-0,6;48,85;-3619;485125;82;202
SAINT-GERMAIN-DU-PERT;14;14230;14586;180;153;29;6,03;-1,03333;49,3333;-10227;492011;0;40
SAINT-GERMAIN-DU-PINEL;35;35370;35272;877;648;77;11,3;-1,16667;48,0167;-10958;480044;69;107
SAINT-GERMAIN-DU-PLAIN;71;71370;71420;2176;1804;112;19,31;4,96667;46,7;45904;464202;171;197
SAINT-GERMAIN-DU-PUCH;33;33750;33413;2105;1982;178;11,76;-0,316667;44,85;-1918;445122;11;71
SAINT-GERMAIN-DU-PUY;18;18390;18213;4830;5007;223;21,63;2,48333;47,1;22852;470557;126;174
SAINT-GERMAIN-DU-SALEMBRE;24;24190;24418;887;763;45;19,55;0,45;45,1333;2659;450817;55;184
SAINT-GERMAIN-DU-SEUDRE;17;17240;17342;359;340;22;16,09;-0,666667;45,5167;-4002;453043;22;54
SAINT-GERMAIN-DU-TEIL;48;48340;48156;798;802;35;22,58;3,16667;44,4833;31020;442841;520;1122
SAINT-GERMAIN-EN-BRIONNAIS;71;71610;71421;187;171;31;5,96;4,26667;46,35;41522;462056;307;456
SAINT-GERMAIN-EN-COGLES;35;35133;35273;2053;1777;63;32,09;-1,25;48,4;-11548;482421;105;194
SAINT-GERMAIN-EN-LAYE;78;78100;78551;40481;38124;838;48,27;2,08333;48,9;20526;485347;22;107
SAINT-GERMAIN-EN-MONTAGNE;39;39300;39481;421;390;78;5,35;5,93333;46,7833;55623;464638;588;850
SAINT-GERMAIN-ET-MONS;24;24520;24419;757;607;53;14,13;0,591667;44,8417;3539;445040;17;133
SAINT-GERMAIN-L'AIGUILLER;85;85390;85219;408;309;48;8,43;-0,833333;46,6833;-5030;464115;94;161
SAINT-GERMAIN-L'HERM;63;63630;63353;497;513;13;36,68;3,56667;45,45;33229;452731;860;1135
SAINT-GERMAIN-LA-BLANCHE-HERBE;14;14280;14587;2475;2534;941;2,63;-0,4;49,1833;-2439;491123;60;76
SAINT-GERMAIN-LA-CAMPAGNE;27;27230;27547;860;748;38;22,23;0,416667;49,05;2420;490254;110;191
SAINT-GERMAIN-LA-CHAMBOTTE;73;73410;73238;446;384;46;9,64;5,9;45,7833;55330;454641;229;847
SAINT-GERMAIN-LA-MONTAGNE;42;42670;42229;233;202;18;12,54;4,38333;46,2;42240;461209;434;721
SAINT-GERMAIN-LA-POTERIE;60;60650;60576;420;402;69;6,02;1,98333;49,45;15857;492644;77;179
SAINT-GERMAIN-LA-VILLE;51;51240;51482;577;527;49;11,74;4,45;48,8833;42646;485260;83;153
SAINT-GERMAIN-LANGOT;14;14700;14588;311;271;30;10,35;-0,316667;48,9167;-1925;485520;135;239
SAINT-GERMAIN-LAPRADE;43;43700;43190;3413;2991;121;28,09;3,96667;45,0333;35809;450217;601;920
SAINT-GERMAIN-LAVAL;42;42260;42230;1672;1487;97;17,08;4,01667;45,8333;40045;454949;344;526
SAINT-GERMAIN-LAVAL;77;77130;77409;2773;2600;313;8,85;3;48,4;25948;482357;47;133
SAINT-GERMAIN-LAVOLPS;19;19290;19206;91;93;4;21,89;2,21667;45,6167;21221;453648;639;856
SAINT-GERMAIN-LAXIS;77;77950;77410;497;514;69;7,18;2,7;48,5833;24240;483454;73;92
SAINT-GERMAIN-LE-CHATELET;90;90110;90091;607;525;180;3,36;6,96667;47,7;65731;474146;365;540
SAINT-GERMAIN-LE-FOUILLOUX;53;53240;53224;1024;672;66;15,48;-0,783333;48,1333;-4723;480813;55;146
SAINT-GERMAIN-LE-GAILLARD;28;28190;28339;313;239;38;8,13;1,26667;48,4167;11530;482518;162;188
SAINT-GERMAIN-LE-GAILLARD;50;50340;50480;703;624;50;13,83;-1,78333;49,4833;-14656;492911;14;127
SAINT-GERMAIN-LE-GUILLAUME;53;53240;53225;480;405;36;13,23;-0,816667;48,2;-4931;481221;73;168
SAINT-GERMAIN-LE-ROCHEUX;21;21510;21549;89;101;11;7,66;4,66667;47,75;44009;474502;277;393
SAINT-GERMAIN-LE-VASSON;14;14190;14589;983;935;104;9,41;-0,3;49;-1802;490011;75;192
SAINT-GERMAIN-LE-VIEUX;61;61390;61398;55;52;17;3,16;0,316667;48,6167;1851;483641;186;234
SAINT-GERMAIN-LEMBRON;63;63340;63352;1825;1623;116;15,7;3,25;45,45;31423;452729;397;544
SAINT-GERMAIN-LES-ARLAY;39;39210;39482;502;503;82;6,08;5,56667;46,7667;53337;464536;222;386
SAINT-GERMAIN-LES-ARPAJON;91;91180;91552;9338;8247;1479;6,31;2,25;48,6;21520;483543;42;101
SAINT-GERMAIN-LES-BELLES;87;87380;87146;1157;1112;31;37,28;1,5;45,6167;12941;453654;315;489
SAINT-GERMAIN-LES-BUXY;71;71390;71422;273;179;20;13,42;4,76667;46,7;44618;464238;183;224
SAINT-GERMAIN-LES-CORBEIL;91;91250;91553;7174;7059;1455;4,93;2,48333;48,6167;22921;483714;34;93
SAINT-GERMAIN-LES-PAROISSES;1;1300;1358;387;307;23;16,27;5,61667;45,7667;53705;454625;295;1000
SAINT-GERMAIN-LES-SENAILLY;21;21500;21550;93;107;18;4,98;4,26667;47,6;41623;473553;208;387
SAINT-GERMAIN-LES-VERGNES;19;19330;19207;1008;845;52;19,15;1,63333;45,2667;13806;451625;284;464
SAINT-GERMAIN-LESPINASSE;42;42640;42231;1161;1098;77;15;3,9625;46,1031;35745;460611;281;349
SAINT-GERMAIN-PRES-HERMENT;63;63470;63351;77;75;4;16,82;2,55;45,75;23227;454355;670;784
SAINT-GERMAIN-SOUS-CAILLY;76;76690;76583;322;211;80;4,01;1,21667;49,5833;11221;493444;102;173
SAINT-GERMAIN-SOUS-DOUE;77;77169;77411;482;382;48;10,01;3,15;48,85;30838;485103;106;161
SAINT-GERMAIN-SUR-AVRE;27;27320;27548;1229;1123;228;5,39;1,26667;48,7667;11543;484554;88;140
SAINT-GERMAIN-SUR-AY;50;50430;50481;897;797;61;14,52;-1,6;49,2333;-13536;491406;0;39
SAINT-GERMAIN-SUR-BRESLE;80;80430;80703;196;183;22;8,69;1,73333;49,8333;14359;494950;83;208
SAINT-GERMAIN-SUR-EAULNE;76;76270;76584;204;233;23;8,79;1,51667;49,7667;13022;494556;109;236
