nom;dpt_numero;code_postal;commune_code;Population_2010;Population_1999;Densite_2010;surface;longitude_degre;latitude_degre;longitude_DMS;latitude_DMS;altitude_mini;altitude_maxi
SAINT-GERMAIN-SUR-ECOLE;77;77930;77412;359;328;141;2,53;2,51667;48,4667;23033;482830;45;80
SAINT-GERMAIN-SUR-ILLE;35;35250;35274;892;725;228;3,9;-1,66667;48,25;-13933;481456;37;100
SAINT-GERMAIN-SUR-L'ARBRESLE;69;69210;69208;1352;1123;207;6,52;4,6;45,85;43640;455108;259;420
SAINT-GERMAIN-SUR-MEUSE;55;55140;55456;265;241;34;7,67;5,68333;48,65;54123;483859;240;395
SAINT-GERMAIN-SUR-MOINE;49;49230;49285;2789;2481;104;26,79;-1,13333;47,1167;-10722;470704;27;111
SAINT-GERMAIN-SUR-MORIN;77;77860;77413;3565;2758;741;4,81;2,85;48,8833;25102;485257;45;141
SAINT-GERMAIN-SUR-RENON;1;1240;1359;236;217;14;15,8;5,05;46,0833;50327;460450;251;286
SAINT-GERMAIN-SUR-RHONE;74;1200;74235;410;305;52;7,85;5,81667;46,0667;54852;460400;322;537
SAINT-GERMAIN-SUR-SARTHE;72;72130;72284;551;434;37;14,76;0,1;48,2833;549;481710;62;103
SAINT-GERMAIN-SUR-SEVES;50;50190;50482;199;213;24;8,19;-1,36667;49,2167;-12215;491318;3;19
SAINT-GERMAIN-SUR-VIENNE;37;37500;37220;376;353;28;13,36;0,1;47,2;715;471052;27;105
SAINT-GERMAIN-VILLAGE;27;27500;27549;1554;1531;292;5,31;0,5;49,35;3014;492057;4;126
SAINT-GERMAINMONT;8;8190;8381;809;774;51;15,69;4,11667;49,5;40753;493028;61;144
SAINT-GERME;32;32400;32378;499;443;52;9,55;-0,15;43,6833;-847;434048;89;110
SAINT-GERMER-DE-FLY;60;60850;60577;1762;1762;88;19,9;1,78333;49,45;14653;492635;84;220
SAINT-GERMIER;31;31290;31485;103;86;27;3,74;1,73333;43,475;14357;432815;188;271
SAINT-GERMIER;32;32200;32379;201;117;28;7,05;0,950833;43,667;5703;434001;145;213
SAINT-GERMIER;79;79340;79256;201;200;17;11,78;-0,033333;46,45;-221;462741;134;183
SAINT-GERMIER;81;81210;81252;128;120;30;4,16;2,23333;43,6667;21347;434041;220;317
SAINT-GERON;43;43360;43191;233;178;21;10,76;3,28333;45,3333;31744;452030;437;674
SAINT-GERONS;15;15150;15189;210;177;12;16,68;2,21667;44,95;21259;445702;435;699
SAINT-GERVAIS;30;30200;30256;664;664;55;11,87;4,56667;44,1833;43426;441105;39;240
SAINT-GERVAIS;33;33240;33415;1568;1219;281;5,58;-0,45;45,0167;-2748;450105;3;50
SAINT-GERVAIS;38;38470;38390;574;378;43;13,15;5,48333;45,2;52855;451206;178;1536
SAINT-GERVAIS;85;85230;85221;2289;1650;54;41,9;-2,01667;46,9;-15954;465407;1;34
SAINT-GERVAIS;95;95420;95554;958;900;72;13,18;1,76667;49,1667;14610;491009;55;158
SAINT-GERVAIS-D'AUVERGNE;63;63390;63354;1300;1262;27;47,35;2,81667;46,0333;24908;460145;390;742
SAINT-GERVAIS-DE-VIC;72;72120;72286;383;399;23;16,03;0,733333;47,8833;4427;475313;75;153
SAINT-GERVAIS-DES-SABLONS;61;61160;61399;65;70;7;8,8;0,083333;48,9;436;485410;129;265
SAINT-GERVAIS-DU-PERRON;61;61500;61400;355;283;31;11,28;0,15;48,5333;935;483158;151;333
SAINT-GERVAIS-EN-BELIN;72;72220;72287;2049;1762;215;9,53;0,216667;47,8833;1307;475238;40;64
SAINT-GERVAIS-EN-VALLIERE;71;71350;71423;420;304;25;16,27;4,95;46,9333;45704;465624;178;206
SAINT-GERVAIS-LA-FORET;41;41350;41212;3312;3306;369;8,97;1,35;47,5667;12136;473408;67;110
SAINT-GERVAIS-LES-BAINS;74;74190;74236;5694;5290;89;63,63;6,71667;45,9;64249;455333;571;4807
SAINT-GERVAIS-LES-TROIS-CLOCHERS;86;86230;86224;1315;1168;33;39,15;0,416667;46,9;2427;465403;70;163
SAINT-GERVAIS-SOUS-MEYMONT;63;63880;63355;257;237;25;10,17;3,6;45,6833;33627;454122;393;781
SAINT-GERVAIS-SUR-COUCHES;71;71490;71424;212;195;10;20,47;4,58333;46,9167;43502;465514;367;510
SAINT-GERVAIS-SUR-MARE;34;34610;34260;861;798;35;24,29;3,03333;43,65;30224;433907;280;940
SAINT-GERVAIS-SUR-ROUBION;26;26160;26305;825;715;56;14,57;4,88333;44,5667;45327;443459;144;233
SAINT-GERVASY;30;30320;30257;1751;1481;252;6,93;4,48333;43,8833;42807;435239;52;138
SAINT-GERVAZY;63;63340;63356;308;256;21;14,23;3,23333;45,4167;31259;452454;458;790
SAINT-GERY;24;24400;24420;212;193;11;18,71;0,316667;44,9833;1926;445903;60;148
SAINT-GERY;46;46330;46268;458;350;33;13,58;1,58333;44,4833;13452;442843;120;348
SAINT-GEYRAC;24;24330;24421;241;199;14;17,1;0,933333;45,1;5452;450517;153;257
SAINT-GIBRIEN;51;51510;51483;474;370;117;4,04;4,3;48,9667;41760;485823;77;106
SAINT-GILDAS;22;22800;22291;303;257;19;15,54;-3;48,4167;-30011;482520;195;286
SAINT-GILDAS-DE-RHUYS;56;56730;56214;1656;1434;108;15,28;-2,83333;47,5;-25017;473000;0;42
SAINT-GILDAS-DES-BOIS;44;44530;44161;3454;3062;103;33,42;-2,03333;47,5167;-20218;473059;1;74
SAINT-GILLES;30;30800;30258;13564;11628;88;153,73;4,43333;43,6833;42552;434040;0;116
SAINT-GILLES;35;35590;35275;3783;3463;182;20,72;-1,83333;48,15;-14934;480913;34;96
SAINT-GILLES;36;36170;36196;114;133;14;7,68;1,46667;46,4833;12641;462942;162;259
SAINT-GILLES;50;50180;50483;903;783;115;7,84;-1,16667;49,1;-11032;490617;12;104
SAINT-GILLES;51;51170;51484;273;165;42;6,37;3,68333;49,2833;34033;491648;62;170
SAINT-GILLES;71;71510;71425;320;298;87;3,64;4,66667;46,8833;44001;465233;220;410
SAINT-GILLES-CROIX-DE-VIE;85;85800;85222;7250;6796;707;10,25;-1,93944;46,6983;-15640;464151;0;28
SAINT-GILLES-DE-CRETOT;76;76490;76585;399;268;66;6,02;0,65;49,5667;3840;493330;32;141
SAINT-GILLES-DE-LA-NEUVILLE;76;76430;76586;652;562;91;7,09;0,383333;49,5667;2233;493429;78;127
SAINT-GILLES-DES-MARAIS;61;61700;61401;102;88;17;5,92;-0,683333;48,5833;-4138;483458;116;134
SAINT-GILLES-DU-MENE;22;22330;22292;481;474;37;12,92;-2,55;48,25;-23253;481453;150;297
SAINT-GILLES-LES-BOIS;22;22290;22293;409;401;43;9,45;-3,1;48,65;-30610;483859;39;100
SAINT-GILLES-LES-FORETS;87;87130;87147;54;55;6;8,28;1,65;45,6333;13958;453744;420;730
SAINT-GILLES-PLIGEAUX;22;22480;22294;272;299;13;19,45;-3,08333;48,3833;-30541;482248;183;302
SAINT-GILLES-VIEUX-MARCHE;22;22530;22295;326;302;14;21,95;1,02584;48,2431;-25827;481435;110;311
SAINT-GINEIS-EN-COIRON;7;7580;7242;102;96;7;13,2;4,53306;44,6328;43159;443758;386;775
SAINT-GINGOLPH;74;74500;74237;759;564;103;7,33;6,66667;46,3833;64807;462332;372;1528
SAINT-GIROD;73;73410;73239;581;420;91;6,35;5,95;45,7833;55802;454648;334;537
SAINT-GIRONS;9;9200;9261;6500;6279;339;19,13;1,15;42,9833;10845;425905;387;1200
SAINT-GIRONS-D'AIGUEVIVES;33;33920;33416;956;791;80;11,94;-0,533333;45,15;-3232;450824;24;81
SAINT-GIRONS-EN-BEARN;64;64300;64479;159;131;30;5,2;-0,833333;43,55;-4951;433315;76;156
SAINT-GLADIE-ARRIVE-MUNEIN;64;64390;64480;176;206;26;6,53;-0,933333;43,3833;-5556;432251;53;201
SAINT-GLEN;22;22510;22296;596;555;51;11,51;-2,51667;48,3667;-23124;482134;104;311
SAINT-GOAZEC;29;29520;29249;699;725;20;33,76;-3,78333;48,1667;-34703;480945;33;295
SAINT-GOBAIN;2;2410;2680;2337;2340;78;29,73;3,38333;49,6;32230;493545;53;207
SAINT-GOBERT;2;2140;2681;309;320;39;7,78;3,81667;49,8;34857;494805;97;177
SAINT-GOIN;64;64400;64481;227;188;40;5,54;-0,7;43,25;-4204;431449;173;291
SAINT-GONDON;45;45500;45280;1099;875;49;22,4;2,53333;47,7;23229;474156;117;164
SAINT-GONDRAN;35;35630;35276;520;465;118;4,4;-1,83333;48,2667;-15008;481601;80;121
SAINT-GONLAY;35;35750;35277;349;273;37;9,26;-2,06667;48,1167;-20357;480647;38;95
SAINT-GONNERY;56;56920;56215;1072;943;65;16,29;-2,81667;48,1167;-24911;480726;70;166
SAINT-GOR;40;40120;40262;310;270;5;53,72;-0,233333;44,05;-1427;440315;65;128
SAINT-GORGON;56;56350;56216;336;346;59;5,69;-2,23333;47,65;-21412;473857;40;92
SAINT-GORGON;88;88700;88417;390;330;67;5,77;6,65;48,3333;63854;481927;287;347
SAINT-GORGON-MAIN;25;25520;25517;270;195;34;7,93;6,33333;47,0167;61924;470122;650;1050
SAINT-GOUENO;22;22330;22297;660;640;32;20,08;-2,58333;48,2667;-23407;481603;149;313
SAINT-GOURGON;41;41310;41213;120;116;11;10,15;1,01667;47,6667;10102;473939;112;129
SAINT-GOURSON;16;16700;16325;142;137;14;10,09;0,316667;45,95;1922;455704;89;161
SAINT-GOUSSAUD;23;23430;23200;199;213;8;24,3;1,58333;46,0333;13441;460226;377;693
SAINT-GRATIEN;80;80260;80704;369;371;53;6,95;2,41667;49,95;22431;495757;48;113
SAINT-GRATIEN;95;95210;95555;20156;19219;8328;2,42;2,28333;48,9667;21655;485816;39;59
SAINT-GRATIEN-SAVIGNY;58;58340;58243;117;126;5;19,53;3,66667;46,8833;34025;465327;196;263
SAINT-GRAVE;56;56220;56218;740;647;46;15,75;-2,28333;47,7167;-21651;474333;2;91
SAINT-GREGOIRE;35;35760;35278;8549;7646;494;17,3;-1,68333;48,15;-14110;480904;25;92
SAINT-GREGOIRE;81;81350;81253;449;328;35;12,75;2,26667;43,9667;21541;435743;160;368
SAINT-GREGOIRE-D'ARDENNES;17;17240;17343;134;118;38;3,5;-0,5;45,5;-2942;453020;17;60
SAINT-GREGOIRE-DU-VIEVRE;27;27450;27550;342;323;38;8,97;0,633333;49,25;3808;491437;67;167
SAINT-GRIEDE;32;32110;32380;130;128;17;7,52;-0,1;43,7333;-534;434337;95;163
SAINT-GROUX;16;16230;16326;140;122;31;4,5;0,166667;45,9;1004;455349;52;90
SAINT-GUEN;22;22530;22298;460;461;25;17,95;-2,93333;48,2167;-25612;481302;119;232
SAINT-GUILHEM-LE-DESERT;34;34150;34261;269;245;6;38,64;3,55;43,7333;33259;434402;54;812
SAINT-GUILLAUME;38;38650;38391;282;270;21;13,33;5,58333;44,95;53521;445718;550;1733
SAINT-GUINOUX;35;35430;35279;907;733;142;6,37;-1,88333;48,5833;-15301;483432;2;48
SAINT-GUIRAUD;34;34725;34262;211;185;34;6,07;3,45;43,6833;32716;434036;69;289
SAINT-GUYOMARD;56;56460;56219;1060;812;53;19,66;-2,51667;47,7833;-23049;474651;20;108
SAINT-HAON;43;43340;43192;347;370;9;37,57;3,75;44,85;34530;445046;689;1240
SAINT-HAON-LE-CHATEL;42;42370;42232;596;573;685;0,87;3,91667;46,0667;35454;460357;363;463
SAINT-HAON-LE-VIEUX;42;42370;42233;907;810;55;16,34;3,91667;46,0667;35429;460428;319;843
SAINT-HEAND;42;42570;42234;3561;3750;113;31,3;4,36667;45,5167;42222;453143;467;870
SAINT-HELEN;22;22100;22299;1234;1028;72;17,02;-1,96667;48,4667;-15732;482816;7;87
SAINT-HELIER;21;21690;21552;40;25;10;3,93;4,68333;47,3833;44057;472306;380;549
SAINT-HELLIER;76;76680;76588;435;419;30;14,22;1,18333;49,7333;11126;494353;52;189
SAINT-HERBLAIN;44;44800;44162;43153;43728;1437;30,02;-1,65;47,2167;-13904;471241;1;64
SAINT-HERBLON;44;44150;44163;2407;1842;65;36,9;-1,1;47,4167;-10545;472430;5;80
SAINT-HERENT;63;63340;63357;101;113;7;12,79;3,16667;45,4667;30902;452730;480;945
SAINT-HERNIN;29;29270;29250;748;755;25;29,29;-3,63333;48,2167;-33805;481305;59;308
SAINT-HERVE;22;22460;22300;403;397;40;9,83;-2,83333;48,2833;-24939;481637;138;262
SAINT-HILAIRE;11;11250;11344;751;699;32;23,02;2,31667;43,1;21835;430535;146;582
SAINT-HILAIRE;25;25640;25518;161;59;60;2,64;6,25;47,3333;61430;472006;302;386
SAINT-HILAIRE;3;3440;3238;500;566;24;20,64;3,02;46,4945;30112;462940;265;420
SAINT-HILAIRE;31;31410;31486;1078;707;170;6,33;1,26667;43,4167;11641;432522;175;198
SAINT-HILAIRE;38;38660;38395;1532;1248;177;8,61;5,88333;45,3;55314;451834;647;2060
SAINT-HILAIRE;43;43390;43193;183;190;12;14,64;3,43899;45,3807;32615;452251;519;884
SAINT-HILAIRE;46;46210;46269;76;88;9;7,93;2,15528;44,775;20919;444630;469;693
SAINT-HILAIRE;63;63330;63360;194;185;11;17,63;2,63333;46,1083;23753;460620;406;596
SAINT-HILAIRE;91;91780;91556;380;379;55;6,79;2,06667;48,4333;20434;482601;82;154
SAINT-HILAIRE-AU-TEMPLE;51;51400;51485;290;237;47;6,15;4,38333;49,05;42307;490324;113;151
SAINT-HILAIRE-BONNEVAL;87;87260;87148;894;691;31;28,49;1,36667;45,7167;12227;454310;229;383
SAINT-HILAIRE-COTTES;62;62120;62750;841;734;116;7,24;2,41667;50,5667;22451;503417;24;102
SAINT-HILAIRE-CUSSON-LA-VALMITTE;42;42380;42235;324;259;17;18,31;4,04195;45,3687;40231;452207;640;977
SAINT-HILAIRE-D'ESTISSAC;24;24140;24422;111;114;18;6,14;0,516667;45,0167;3027;450048;77;186
SAINT-HILAIRE-D'OZILHAN;30;30210;30260;766;640;45;16,66;4,58333;43,9667;43531;435813;24;233
SAINT-HILAIRE-DE-BEAUVOIR;34;34160;34263;365;273;77;4,69;4,01667;43,75;40049;434523;39;86
SAINT-HILAIRE-DE-BRENS;38;38460;38392;516;414;68;7,52;5,28333;45,6667;51728;454020;218;387
SAINT-HILAIRE-DE-BRETHMAS;30;30560;30259;4182;3622;300;13,91;4,13333;44,0833;40731;440451;107;202
SAINT-HILAIRE-DE-BRIOUZE;61;61220;61402;294;262;21;13,63;-0,316667;48,7;-1927;484221;201;270
SAINT-HILAIRE-DE-CHALEONS;44;44680;44164;1967;1551;56;34,98;-1,86667;47,1;-15154;470611;1;32
SAINT-HILAIRE-DE-CLISSON;44;44190;44165;2019;1474;109;18,43;-1,31667;47,0667;-11834;470344;22;54
SAINT-HILAIRE-DE-COURT;18;18100;18214;670;735;57;11,75;2,01667;47,2167;20121;471224;93;146
SAINT-HILAIRE-DE-GONDILLY;18;18320;18215;183;190;9;18,42;2,86667;47,05;25310;470258;184;251
SAINT-HILAIRE-DE-LA-COTE;38;38260;38393;1434;1106;104;13,75;5,31667;45,3833;51938;452326;361;647
SAINT-HILAIRE-DE-LA-NOAILLE;33;33190;33418;377;305;32;11,45;0,00166667;44,6012;6;443604;39;130
SAINT-HILAIRE-DE-LAVIT;48;48160;48158;108;86;10;10,31;3,86667;44,25;35150;441512;333;927
SAINT-HILAIRE-DE-LOULAY;85;85600;85224;4235;3568;104;40,62;-1,33333;47;-11951;470011;18;72
SAINT-HILAIRE-DE-LUSIGNAN;47;47450;47246;1404;1300;83;16,77;0,5125;44,2264;3045;441335;32;196
SAINT-HILAIRE-DE-RIEZ;85;85270;85226;10488;8769;214;48,85;-1,95;46,7167;-15644;464316;0;33
SAINT-HILAIRE-DE-VILLEFRANCHE;17;17770;17344;1187;1042;53;22,19;-0,533333;45,85;-3147;455103;22;95
SAINT-HILAIRE-DE-VOUST;85;85120;85229;647;637;34;18,86;-0,666667;46,6;-3860;463528;67;142
SAINT-HILAIRE-DES-LANDES;35;35140;35280;993;922;54;18,27;-1,35;48,35;-12129;482105;54;117
SAINT-HILAIRE-DES-LOGES;85;85240;85227;1957;1840;55;35,2;-0,666667;46,4667;-3954;462818;16;93
SAINT-HILAIRE-DU-BOIS;17;17500;17345;302;285;40;7,48;-0,5;45,4167;-2945;452501;29;71
SAINT-HILAIRE-DU-BOIS;33;33540;33419;85;92;18;4,5;-0,083333;44,65;-450;443945;34;103
SAINT-HILAIRE-DU-HARCOUET;50;50600;50484;3959;4363;391;10,12;-1,1;48,5833;-10531;483440;58;119
SAINT-HILAIRE-DU-MAINE;53;53380;53226;833;664;26;31,06;-0,933333;48,2333;-5547;481334;97;224
SAINT-HILAIRE-DU-ROSIER;38;38840;38394;1987;1760;121;16,42;5,25;45,1;51453;450603;151;280
SAINT-HILAIRE-EN-LIGNIERES;18;18160;18216;498;522;9;53,78;2,16667;46,7333;21025;464334;159;268
SAINT-HILAIRE-EN-MORVAN;58;58120;58244;214;228;10;21,3;3,88333;47,0833;35318;470439;283;530
SAINT-HILAIRE-EN-WOEVRE;55;55160;55457;192;145;17;11,12;5,7;49,0833;54217;490453;202;226
SAINT-HILAIRE-FOISSAC;19;19550;19208;210;232;5;36,92;2,13333;45,3333;20730;451951;359;673
SAINT-HILAIRE-FONTAINE;58;58300;58245;201;188;8;23,37;3,61667;46,7667;33738;464602;195;247
SAINT-HILAIRE-LA-CROIX;63;63440;63358;309;234;19;16,21;3,05;46,05;30244;460248;414;661
SAINT-HILAIRE-LA-FORET;85;85440;85231;636;424;58;10,88;-1,51667;46,45;-13135;462653;2;38
SAINT-HILAIRE-LA-GERARD;61;61500;61403;105;116;11;8,9;0,0608333;48,6014;339;483605;193;277
SAINT-HILAIRE-LA-GRAVELLE;41;41160;41214;689;687;39;17,57;1,2;47,9167;11224;475528;87;172
SAINT-HILAIRE-LA-PALUD;79;79210;79257;1597;1352;46;34,12;-0,716667;46,2667;-4244;461548;1;30
SAINT-HILAIRE-LA-PLAINE;23;23150;23201;209;235;18;11,06;1,98333;46,1333;15835;460731;395;506
SAINT-HILAIRE-LA-TREILLE;87;87190;87149;409;395;14;29,14;1,31667;46,25;11907;461505;256;348
SAINT-HILAIRE-LE-CHATEAU;23;23250;23202;259;277;13;19,59;1,9;45,9833;15349;455858;443;590
SAINT-HILAIRE-LE-CHATEL;61;61400;61404;698;576;31;22,34;0,533333;48,55;3152;483353;167;294
SAINT-HILAIRE-LE-GRAND;51;51600;51486;341;309;8;42,39;4,46667;49,1667;42749;491016;112;173
SAINT-HILAIRE-LE-LIERRU;72;72160;72288;137;117;30;4,5;0,533333;48,1167;3216;480634;70;120
SAINT-HILAIRE-LE-PETIT;51;51490;51487;293;263;12;22,76;4,38333;49,2667;42323;491625;97;187
SAINT-HILAIRE-LE-VOUHIS;85;85480;85232;980;764;33;28,91;-1,13333;46,6833;-10750;464115;29;109
SAINT-HILAIRE-LES-ANDRESIS;45;45320;45281;976;750;37;25,71;3,01667;48,05;30046;480312;123;177
SAINT-HILAIRE-LES-COURBES;19;19170;19209;160;171;4;36,36;1,83333;45,6;15001;453638;484;809
SAINT-HILAIRE-LES-MONGES;63;63380;63359;100;115;9;10,7;2,66667;45,8167;23946;454848;620;856
SAINT-HILAIRE-LES-PLACES;87;87800;87150;878;780;38;23,06;1,16667;45,6667;10933;453842;320;492
SAINT-HILAIRE-LEZ-CAMBRAI;59;59292;59533;1643;1630;256;6,41;3,41278;50,1834;32446;501100;71;107
SAINT-HILAIRE-LUC;19;19160;19210;76;87;7;10,84;2,2;45,3667;21215;452145;398;641
SAINT-HILAIRE-PETITVILLE;50;50500;50485;1362;1389;136;9,99;-1,23333;49,3;-11340;491814;0;31
SAINT-HILAIRE-PEYROUX;19;19560;19211;903;791;47;18,89;1,65;45,2167;13855;451250;120;447
SAINT-HILAIRE-SAINT-MESMIN;45;45160;45282;2847;2351;201;14,12;1,83333;47,8667;15006;475156;87;105
SAINT-HILAIRE-SOUS-CHARLIEU;42;42190;42236;563;399;41;13,51;4,2;46,1167;41059;460718;280;464
SAINT-HILAIRE-SOUS-ROMILLY;10;10100;10341;370;333;18;20,2;3,66667;48,5167;33916;483059;66;157
SAINT-HILAIRE-SUR-BENAIZE;36;36370;36197;358;303;10;32,61;1,08333;46,5667;10429;463343;82;146
SAINT-HILAIRE-SUR-ERRE;61;61340;61405;567;520;37;15,12;0,733333;48,3167;4418;481845;96;188
SAINT-HILAIRE-SUR-HELPE;59;59440;59534;780;779;50;15,41;3,9;50,1333;35413;500754;140;206
SAINT-HILAIRE-SUR-PUISEAUX;45;45700;45283;166;163;14;11,34;2,7;47,9;24219;475406;96;110
SAINT-HILAIRE-SUR-RISLE;61;61270;61406;321;328;48;6,61;0,5;48,7333;2941;484355;217;270
SAINT-HILAIRE-SUR-YERRE;28;28220;28340;500;560;29;16,84;1,25;48,0333;11516;480139;95;155
SAINT-HILAIRE-TAURIEUX;19;19400;19212;95;87;11;8,61;1,85;45,0667;14955;450503;231;553
SAINT-HILARION;78;78125;78557;901;800;64;14;1,73333;48,6167;14400;483713;114;169
SAINT-HILLIERS;77;77160;77414;448;400;23;19,13;3,26667;48,6167;31524;483716;136;176
SAINT-HIPPOLYTE;12;12140;12226;445;500;12;36,87;2,59167;44,7083;23530;444240;228;785
SAINT-HIPPOLYTE;15;15400;15190;108;124;7;13,92;2,70445;45,2242;24216;451327;879;1336
SAINT-HIPPOLYTE;17;17430;17346;1329;1119;57;23,28;-0,883333;45,9167;-5350;455518;1;27
SAINT-HIPPOLYTE;25;25190;25519;911;1044;82;11,01;6,81667;47,3167;64844;471906;360;760
SAINT-HIPPOLYTE;33;33330;33420;162;209;36;4,45;-0,1;44,8833;-736;445217;9;101
SAINT-HIPPOLYTE;37;37600;37221;598;567;18;32,99;1,1;47,05;10560;470336;75;152
SAINT-HIPPOLYTE;66;66510;66176;2494;1857;170;14,65;2,96667;42,7833;25760;424703;0;11
SAINT-HIPPOLYTE;68;68590;68296;1043;1060;58;17,86;7,36667;48,2333;72218;481355;170;731
SAINT-HIPPOLYTE-DE-CATON;30;30360;30261;208;159;33;6,15;4,21667;44,0833;41212;440414;107;210
SAINT-HIPPOLYTE-DE-MONTAIGU;30;30700;30262;243;116;59;4,05;4,48333;44,0333;42934;440156;104;260
SAINT-HIPPOLYTE-DU-FORT;30;30170;30263;3830;3399;130;29,38;3,85;43,9667;35121;435757;135;547
SAINT-HIPPOLYTE-LE-GRAVEYRON;84;84330;84109;164;179;33;4,94;5,07445;44,1228;50428;440722;135;438
SAINT-HONORE;38;38350;38396;814;780;55;14,58;5,81667;44,9333;54824;445716;895;2384
SAINT-HONORE;76;76590;76589;170;172;56;3,02;1,15;49,7833;10923;494703;65;157
SAINT-HONORE-LES-BAINS;58;58360;58246;840;762;33;25,12;3,84111;46,9067;35025;465421;222;555
SAINT-HOSTIEN;43;43260;43194;684;578;50;13,49;4,05;45,0667;40252;450420;747;1204
SAINT-HUBERT;57;57640;57612;214;197;13;16,04;6,33333;49,2333;61959;491326;204;353
SAINT-HURUGE;71;71460;71427;63;50;15;4,03;4,56667;46,5833;43406;463448;218;335
SAINT-HYMER;14;14130;14593;671;662;54;12,32;0,166667;49,25;1024;491513;20;144
SAINT-HYMETIERE;39;39240;39483;75;68;22;3,32;5,55;46,35;53337;462132;325;464
SAINT-IGEAUX;22;22570;22334;140;151;10;12,91;-3,1;48,2667;-30619;481619;137;221
SAINT-IGEST;12;12260;12227;177;163;15;11,72;2,08333;44,4333;20509;442620;280;504
SAINT-IGNAN;31;31800;31487;267;250;49;5,35;0,7;43,15;4138;430933;377;484
SAINT-IGNAT;63;63720;63362;780;649;50;15,37;3,26667;45,9167;31628;455523;292;331
SAINT-IGNY-DE-ROCHE;71;71170;71428;730;578;91;7,94;4,3;46,1833;41745;461130;339;520
SAINT-IGNY-DE-VERS;69;69790;69209;597;554;21;27,35;4,43333;46,2333;42610;461426;407;943
SAINT-ILLIDE;15;15310;15191;660;666;16;39,71;2,31667;45,0667;21854;450342;424;733
SAINT-ILLIERS-LA-VILLE;78;78980;78558;321;269;49;6,48;1,55;48,9833;13226;485834;76;167
SAINT-ILLIERS-LE-BOIS;78;78980;78559;453;437;103;4,39;1,5;48,9667;13026;485729;129;166
SAINT-ILPIZE;43;43380;43195;176;205;14;11,81;3,4;45,2;32316;451145;432;763
SAINT-IMOGES;51;51160;51488;297;240;17;17,13;3,96667;49,1;35830;490636;252;277
SAINT-INGLEVERT;62;62250;62751;726;539;110;6,6;1,73333;50,8667;14434;505230;85;163
SAINT-ISMIER;38;38330;38397;6381;5922;428;14,9;5,83333;45,25;54937;451455;216;1489
SAINT-IZAIRE;12;12480;12228;311;317;9;34,48;2,71667;43,9667;24314;435829;234;620
SAINT-JACQUES;4;4330;4180;56;36;12;4,66;6,41667;43,9667;62230;435810;780;1447
SAINT-JACQUES-D'ALIERMONT;76;76510;76590;365;325;46;7,86;1,26667;49,85;11529;495055;46;178
SAINT-JACQUES-D'AMBUR;63;63230;63363;290;300;14;20,4;2,78333;45,9;24635;455410;500;793
SAINT-JACQUES-D'ATTICIEUX;7;7340;7243;255;173;51;4,97;4,66667;45,3333;44004;452005;331;657
SAINT-JACQUES-DE-LA-LANDE;35;35136;35281;10497;7583;887;11,83;-1,71667;48,0667;-14144;480525;18;47
SAINT-JACQUES-DE-NEHOU;50;50390;50486;534;412;24;21,49;-1,61667;49,4167;-13647;492505;7;100
SAINT-JACQUES-DE-THOUARS;79;79100;79258;464;462;83;5,55;-0,216667;46,9833;-1317;465808;47;108
SAINT-JACQUES-DES-ARRETS;69;69860;69210;110;112;14;7,47;4,6;46,25;43551;461521;370;761
SAINT-JACQUES-DES-BLATS;15;15580;15192;322;326;10;31,48;2,7;45,05;24238;450307;800;1855
SAINT-JACQUES-DES-GUERETS;41;41800;41215;94;78;51;1,81;0,8;47,7667;4736;474628;60;67
SAINT-JACQUES-EN-VALGODEMARD;5;5800;5144;150;152;9;15,65;6,05;44,7667;60238;444634;820;2776
SAINT-JACQUES-SUR-DARNETAL;76;76160;76591;2607;2493;156;16,71;1,2;49,4333;11211;492625;55;172
SAINT-JACUT-DE-LA-MER;22;22750;22302;853;872;292;2,92;-2,18333;48,6;-21125;483550;0;43
SAINT-JACUT-DU-MENE;22;22330;22303;725;716;36;19,81;-2,48333;48,2833;-22854;481701;150;296
SAINT-JACUT-LES-PINS;56;56220;56221;1744;1561;76;22,81;-2,21667;47,6833;-21255;474107;2;88
SAINT-JAL;19;19700;19213;651;597;24;26,55;1,63333;45,4;13836;452348;332;503
SAINT-JAMES;50;50240;50487;2678;2918;149;17,96;-1,31667;48,5333;-11929;483122;28;151
SAINT-JAMMES;64;64160;64482;637;583;157;4,05;-0,25;43,35;-1459;432126;237;306
SAINT-JANS-CAPPEL;59;59270;59535;1632;1472;205;7,96;2,71667;50,7667;24318;504547;26;152
SAINT-JEAN;31;31240;31488;10259;8365;1727;5,94;1,5;43,6667;13018;433955;145;211
SAINT-JEAN-AUX-AMOGNES;58;58270;58247;474;466;26;18,02;3,33333;47,0167;32005;470056;208;306
SAINT-JEAN-AUX-BOIS;60;60350;60579;285;348;11;25,21;2,91667;49,35;25415;492052;38;138
SAINT-JEAN-AUX-BOIS;8;8220;8382;141;138;15;8,9;4,3;49,7167;41824;494330;168;263
SAINT-JEAN-BONNEFONDS;42;42650;42237;6316;6093;544;11,59;4,45;45,45;42647;452704;418;663
SAINT-JEAN-BREVELAY;56;56660;56222;2724;2368;65;41,83;-2,71667;47,85;-24320;475042;42;164
SAINT-JEAN-CAP-FERRAT;6;6230;6121;2030;1891;818;2,48;7,33333;43,6833;72003;434116;0;143
